event_at,removed,observed,censored,entrance,at_risk,Name,hazard,Smooth Haz,Smooth2 Haz
91,1,1,0,0,61,SR Tendulkar,0.01639344262295082,0.017863837965404205,0.0174991766955076
92,2,2,0,0,60,SR Tendulkar,0.03333333333333333,0.018164835557423466,0.017385818618419733
93,2,2,0,0,58,SR Tendulkar,0.034482758620689655,0.017756369724833944,0.017087788334498994
94,0,0,0,0,0,SR Tendulkar,0.0,0.016993593218350343,0.016732235198696217
95,2,2,0,0,56,SR Tendulkar,0.03571428571428571,0.017316090638370984,0.016478026566643184
96,0,0,0,0,0,SR Tendulkar,0.0,0.016530544683932648,0.016096982627699444
97,1,1,0,0,54,SR Tendulkar,0.018518518518518517,0.01573309651806343,0.01589402864171412
98,1,1,0,0,53,SR Tendulkar,0.018867924528301886,0.016929268766867258,0.015588478985266085
99,1,1,0,0,52,SR Tendulkar,0.019230769230769232,0.013690402370106124,0.015289713463741224
100,0,0,0,0,0,SR Tendulkar,0.0,0.013690402370106124,0.015035221920008347
101,2,1,1,0,51,SR Tendulkar,0.0196078431372549,0.015275570016633804,0.014818676720145238
102,1,1,0,0,49,SR Tendulkar,0.02040816326530612,0.013521184051721523,0.014531974186803952
103,0,0,0,0,0,SR Tendulkar,0.0,0.012989999066550439,0.014210237546963763
104,2,1,1,0,48,SR Tendulkar,0.020833333333333332,0.012989999066550439,0.013928647039043764
105,1,0,1,0,46,SR Tendulkar,0.0,0.012459827483747278,0.013735318982918888
106,1,0,1,0,45,SR Tendulkar,0.0,0.013844869034993818,0.013583335450711819
107,1,1,0,0,44,SR Tendulkar,0.022727272727272728,0.012870210165598106,0.01347332287460313
108,0,0,0,0,0,SR Tendulkar,0.0,0.013299636612899427,0.013237397430199301
109,0,0,0,0,0,SR Tendulkar,0.0,0.013749479168005141,0.013264274741673021
110,2,2,0,0,43,SR Tendulkar,0.046511627906976744,0.013749479168005141,0.013291152053146741
111,0,0,0,0,0,SR Tendulkar,0.0,0.012717487423939095,0.013105758413952862
112,2,1,1,0,41,SR Tendulkar,0.024390243902439025,0.011643373567870352,0.013012700878175418
113,0,0,0,0,0,SR Tendulkar,0.0,0.011643373567870352,0.012880037444380835
114,1,1,0,0,39,SR Tendulkar,0.02564102564102564,0.01364285757199832,0.012747374010586248
115,1,1,0,0,38,SR Tendulkar,0.02631578947368421,0.01364285757199832,0.01257158657244882
116,0,0,0,0,0,SR Tendulkar,0.0,0.01364285757199832,0.012250005286811758
117,1,1,0,0,37,SR Tendulkar,0.02702702702702703,0.012446685323194491,0.011979721836406049
118,1,1,0,0,36,SR Tendulkar,0.027777777777777776,0.014201071288106774,0.01161196988315892
119,0,0,0,0,0,SR Tendulkar,0.0,0.014201071288106774,0.011242526792486583
120,1,0,1,0,35,SR Tendulkar,0.0,0.011753090871950103,0.010873083701814244
121,0,0,0,0,0,SR Tendulkar,0.0,0.011753090871950103,0.01055795596609275
1,19,17,2,0,287,RT Ponting,0.059233449477351915,0.026049755000855997,0.024729075599159628
2,5,5,0,0,268,RT Ponting,0.018656716417910446,0.025382831313765068,0.02456499402166004
3,5,5,0,0,263,RT Ponting,0.019011406844106463,0.02646590483573742,0.02445110641257495
4,3,3,0,0,258,RT Ponting,0.011627906976744186,0.025932093207184904,0.02438809493530733
5,11,10,1,0,255,RT Ponting,0.0392156862745098,0.025310961891457432,0.02438654346227211
6,7,7,0,0,244,RT Ponting,0.028688524590163935,0.02514368186469263,0.02421966962760526
7,4,4,0,0,237,RT Ponting,0.016877637130801686,0.023079698376560535,0.02398227892676545
8,7,7,0,0,233,RT Ponting,0.030042918454935622,0.0235757365135186,0.023736930662167408
9,4,4,0,0,226,RT Ponting,0.017699115044247787,0.0237069980661491,0.023453645352770842
10,8,8,0,0,222,RT Ponting,0.036036036036036036,0.023303434622522812,0.02319743991483512
11,5,5,0,0,214,RT Ponting,0.02336448598130841,0.020185884650030607,0.022844783792129664
12,8,8,0,0,209,RT Ponting,0.03827751196172249,0.021543133493532398,0.022462507348297942
13,4,4,0,0,201,RT Ponting,0.01990049751243781,0.02237851844543377,0.02193670277328043
14,1,1,0,0,197,RT Ponting,0.005076142131979695,0.023050220388891395,0.021442805453594612
15,6,5,1,0,196,RT Ponting,0.025510204081632654,0.021973079006022456,0.021007977089622997
16,0,0,0,0,0,RT Ponting,0.0,0.02080053857550101,0.02051128755231869
17,4,4,0,0,190,RT Ponting,0.021052631578947368,0.021270476179822143,0.020164573248833882
18,4,4,0,0,186,RT Ponting,0.021505376344086023,0.021083483957202668,0.019754419614032195
19,2,2,0,0,182,RT Ponting,0.01098901098901099,0.02051492799298636,0.01929893146937509
20,0,0,0,0,0,RT Ponting,0.0,0.0193492886694523,0.018855551363865342
21,8,8,0,0,180,RT Ponting,0.044444444444444446,0.01811957888096238,0.018640673373122463
22,8,6,2,0,172,RT Ponting,0.03488372093023256,0.01647561791040471,0.018275216001221794
23,4,4,0,0,164,RT Ponting,0.024390243902439025,0.016548044133154343,0.01779149957423158
24,4,3,1,0,160,RT Ponting,0.01875,0.017049222975996748,0.017249909412541897
25,1,1,0,0,156,RT Ponting,0.00641025641025641,0.01570658065591082,0.016735965093191345
26,4,4,0,0,155,RT Ponting,0.025806451612903226,0.016492126610349152,0.016289254494378715
27,6,4,2,0,151,RT Ponting,0.026490066225165563,0.015782817452286532,0.015793274882954917
28,1,1,0,0,145,RT Ponting,0.006896551724137931,0.015052723317664086,0.015353157416352356
29,2,2,0,0,144,RT Ponting,0.013888888888888888,0.014879212617837595,0.014973771333722066
30,0,0,0,0,0,RT Ponting,0.0,0.01610320282591593,0.014668088525638782
31,1,1,0,0,142,RT Ponting,0.007042253521126761,0.014599443427419688,0.01447939300428572
32,4,3,1,0,141,RT Ponting,0.02127659574468085,0.013187906332619672,0.014384349531505658
33,3,2,1,0,137,RT Ponting,0.014598540145985401,0.012760007316787407,0.014253450224617992
34,0,0,0,0,0,RT Ponting,0.0,0.012208136938362006,0.014137206946943318
35,2,2,0,0,134,RT Ponting,0.014925373134328358,0.012313037198061027,0.0141198952086434
36,1,1,0,0,132,RT Ponting,0.007575757575757576,0.011846863562769957,0.014077009538023188
37,1,1,0,0,131,RT Ponting,0.007633587786259542,0.012721252091753982,0.01413982796973971
38,1,1,0,0,130,RT Ponting,0.007692307692307693,0.013306592423010829,0.014281484138281132
39,3,3,0,0,129,RT Ponting,0.023255813953488372,0.013541315315869887,0.014473920551508616
40,2,2,0,0,126,RT Ponting,0.015873015873015872,0.014534363975254197,0.01460193642746882
41,1,1,0,0,124,RT Ponting,0.008064516129032258,0.014669791927583558,0.01476512796187338
42,2,2,0,0,123,RT Ponting,0.016260162601626018,0.014060957302288657,0.015013248722252815
43,2,1,1,0,121,RT Ponting,0.008264462809917356,0.01484060070017797,0.015305597472220494
44,1,1,0,0,119,RT Ponting,0.008403361344537815,0.015377657628212343,0.015639163125867585
45,2,2,0,0,118,RT Ponting,0.01694915254237288,0.015677298868565108,0.016085985247667668
46,5,5,0,0,116,RT Ponting,0.04310344827586207,0.01697636765490045,0.01651039226289755
47,2,2,0,0,111,RT Ponting,0.018018018018018018,0.017744190519951117,0.01676937869550539
48,3,2,1,0,109,RT Ponting,0.01834862385321101,0.0185355044691598,0.016985592678875245
49,2,2,0,0,106,RT Ponting,0.018867924528301886,0.0185355044691598,0.017215572365736082
50,1,1,0,0,104,RT Ponting,0.009615384615384616,0.017700082581106332,0.017380593230516894
51,1,1,0,0,103,RT Ponting,0.009708737864077669,0.017902200779828948,0.017592143157726333
52,4,3,1,0,102,RT Ponting,0.029411764705882353,0.0183146335661733,0.017808843001879054
53,1,1,0,0,98,RT Ponting,0.01020408163265306,0.018545884357656667,0.017903035950558706
54,4,2,2,0,97,RT Ponting,0.020618556701030927,0.020802657512262634,0.01806473016277763
55,3,3,0,0,93,RT Ponting,0.03225806451612903,0.019910596852137745,0.01824010376483663
56,2,2,0,0,90,RT Ponting,0.022222222222222223,0.0176419943113029,0.0182577478060743
57,2,2,0,0,88,RT Ponting,0.022727272727272728,0.017414658107038076,0.01821883391369636
58,2,2,0,0,86,RT Ponting,0.023255813953488372,0.017910929366225802,0.018121483536289135
59,0,0,0,0,0,RT Ponting,0.0,0.017669760406089613,0.017959712621614634
60,1,1,0,0,84,RT Ponting,0.011904761904761904,0.018689240544562884,0.017889671333486835
61,4,2,2,0,83,RT Ponting,0.024096385542168676,0.018178254341190376,0.017873210963967778
62,1,1,0,0,79,RT Ponting,0.012658227848101266,0.016630266725091304,0.017818659762590287
63,5,4,1,0,78,RT Ponting,0.05128205128205128,0.018449847660371936,0.017716873123854667
64,0,0,0,0,0,RT Ponting,0.0,0.0190093973076861,0.01740555124217986
65,0,0,0,0,0,RT Ponting,0.0,0.01731160443841615,0.017141179921564262
66,1,1,0,0,73,RT Ponting,0.0136986301369863,0.017004826564770287,0.017048474453591773
67,2,2,0,0,72,RT Ponting,0.027777777777777776,0.016685847298422603,0.016929787705131878
68,1,1,0,0,70,RT Ponting,0.014285714285714285,0.015461857090344268,0.0167080346638677
69,2,2,0,0,69,RT Ponting,0.028985507246376812,0.016369298106678205,0.016459402110018687
70,0,0,0,0,0,RT Ponting,0.0,0.01758945375896682,0.016131135797886807
71,0,0,0,0,0,RT Ponting,0.0,0.017278160740001002,0.015885165158508605
72,3,3,0,0,67,RT Ponting,0.04477611940298507,0.016611938221679882,0.01583373216798496
73,2,2,0,0,64,RT Ponting,0.03125,0.01488754176044132,0.015562498188061543
74,1,0,1,0,62,RT Ponting,0.0,0.01488754176044132,0.015175249129747633
75,1,1,0,0,61,RT Ponting,0.01639344262295082,0.01588059041982563,0.014995233467570812
76,1,1,0,0,60,RT Ponting,0.016666666666666666,0.015159609886300034,0.014785952810868568
77,1,0,1,0,59,RT Ponting,0.0,0.013697621582206465,0.014547292484897457
78,1,1,0,0,58,RT Ponting,0.017241379310344827,0.012945741882958346,0.014373052696193626
79,2,2,0,0,57,RT Ponting,0.03508771929824561,0.012452180614057192,0.014226407605062523
80,1,1,0,0,55,RT Ponting,0.01818181818181818,0.01350481219300456,0.013918347897056824
81,0,0,0,0,0,RT Ponting,0.0,0.015653039905142045,0.013640727422103812
82,1,1,0,0,54,RT Ponting,0.018518518518518517,0.01329640204182704,0.013464125649803503
83,0,0,0,0,0,RT Ponting,0.0,0.011651665199721778,0.013326983750758081
84,1,1,0,0,53,RT Ponting,0.018867924528301886,0.013891306857056605,0.013259093929274985
85,0,0,0,0,0,RT Ponting,0.0,0.013028494087427615,0.013086672669961963
86,0,0,0,0,0,RT Ponting,0.0,0.012151301104971474,0.013023225526377505
87,1,0,1,0,52,RT Ponting,0.0,0.012151301104971474,0.013109622059389894
88,1,1,0,0,51,RT Ponting,0.0196078431372549,0.013583041375187245,0.013389484713846246
89,1,1,0,0,50,RT Ponting,0.02,0.011736319306858528,0.013641008922241288
90,2,2,0,0,49,RT Ponting,0.04081632653061224,0.0120033717158938,0.013781729806536606
91,0,0,0,0,0,RT Ponting,0.0,0.013256504547974002,0.013696321457975348
92,0,0,0,0,0,RT Ponting,0.0,0.01228184567857829,0.013734946681167511
93,2,2,0,0,47,RT Ponting,0.0425531914893617,0.0135976351522625,0.013860137001312582
94,0,0,0,0,0,RT Ponting,0.0,0.01260458649287819,0.013749575568053986
95,0,0,0,0,0,RT Ponting,0.0,0.01395411415819533,0.013684425333196915
96,0,0,0,0,0,RT Ponting,0.0,0.01533915570944187,0.01374938506224482
97,2,2,0,0,45,RT Ponting,0.044444444444444446,0.018263132317629004,0.013814344791292727
98,0,0,0,0,0,RT Ponting,0.0,0.01723114057356296,0.013680834964721398
99,1,1,0,0,43,RT Ponting,0.023255813953488372,0.01617850899461559,0.013731086133436066
100,1,1,0,0,42,RT Ponting,0.023809523809523808,0.014030281282478104,0.013881576413804754
101,1,0,1,0,41,RT Ponting,0.0,0.014030281282478104,0.013900157975007103
102,1,1,0,0,40,RT Ponting,0.025,0.014030281282478104,0.013970037371440805
103,0,0,0,0,0,RT Ponting,0.0,0.011790639625143276,0.014000344152124606
104,1,1,0,0,39,RT Ponting,0.02564102564102564,0.011790639625143276,0.014082916651723369
105,2,1,1,0,38,RT Ponting,0.02631578947368421,0.013385535956881715,0.01402343360760454
106,3,2,1,0,36,RT Ponting,0.05555555555555555,0.013385535956881715,0.014023348056911487
107,0,0,0,0,0,RT Ponting,0.0,0.011046354670332006,0.013715475494830317
108,0,0,0,0,0,RT Ponting,0.0,0.01269109151243727,0.013572721611799714
109,0,0,0,0,0,RT Ponting,0.0,0.014862687042898833,0.013485369390818971
110,0,0,0,0,0,RT Ponting,0.0,0.013609554210818635,0.013626501915537062
111,0,0,0,0,0,RT Ponting,0.0,0.013609554210818635,0.013767634440255153
112,0,0,0,0,0,RT Ponting,0.0,0.014173463985254722,0.013908766964973243
113,0,0,0,0,0,RT Ponting,0.0,0.014173463985254722,0.01416777536639317
114,1,1,0,0,33,RT Ponting,0.030303030303030304,0.012823936319937584,0.014426783767813095
115,0,0,0,0,0,RT Ponting,0.0,0.015337530246273892,0.014517908344839502
116,0,0,0,0,0,RT Ponting,0.0,0.012413553638086758,0.01460903292186591
117,1,1,0,0,32,RT Ponting,0.03125,0.014518816795981496,0.014943710699208131
118,2,2,0,0,31,RT Ponting,0.06451612903225806,0.014518816795981496,0.015105258282644538
119,1,0,1,0,29,RT Ponting,0.0,0.016711799252121847,0.01497379632560718
120,0,0,0,0,0,RT Ponting,0.0,0.016711799252121847,0.014908288728152991
121,1,1,0,0,28,RT Ponting,0.03571428571428571,0.016711799252121847,0.014842781130698804
1,18,16,2,0,280,JH Kallis,0.05714285714285714,0.023634236791946744,0.023387310612346782
2,4,4,0,0,262,JH Kallis,0.015267175572519083,0.024382263022733237,0.02327544612313198
3,7,6,1,0,258,JH Kallis,0.023255813953488372,0.024423668985191833,0.023141265689430857
4,7,7,0,0,251,JH Kallis,0.027888446215139442,0.023382136620890944,0.022970161952007472
5,5,5,0,0,244,JH Kallis,0.020491803278688523,0.02382862214200333,0.022735766897731168
6,5,5,0,0,239,JH Kallis,0.02092050209205021,0.022727543084527003,0.022522839145582677
7,5,5,0,0,234,JH Kallis,0.021367521367521368,0.02326846032087133,0.02224499145933823
8,9,9,0,0,229,JH Kallis,0.039301310043668124,0.022914543212917738,0.021948766220555315
9,3,3,0,0,220,JH Kallis,0.013636363636363636,0.02282853309018791,0.021506277500361645
10,3,3,0,0,217,JH Kallis,0.013824884792626729,0.02260656194199775,0.02113338721007006
11,6,6,0,0,214,JH Kallis,0.028037383177570093,0.02048113664691647,0.020798019103515752
12,3,3,0,0,208,JH Kallis,0.014423076923076924,0.020279104849866593,0.020401388799247893
13,4,4,0,0,205,JH Kallis,0.01951219512195122,0.019663572201873442,0.020000572455997196
14,6,6,0,0,201,JH Kallis,0.029850746268656716,0.018814954289621523,0.01965863683512541
15,0,0,0,0,0,JH Kallis,0.0,0.018681915793705674,0.019230299236339676
16,6,6,0,0,195,JH Kallis,0.03076923076923077,0.018549516103358827,0.01887984182230842
17,4,4,0,0,189,JH Kallis,0.021164021164021163,0.017753857084015598,0.01845582788573815
18,4,4,0,0,185,JH Kallis,0.021621621621621623,0.016016383301512047,0.01801218332607527
19,2,2,0,0,181,JH Kallis,0.011049723756906077,0.017297347507193108,0.017554210194459647
20,4,3,1,0,179,JH Kallis,0.01675977653631285,0.01726224276741497,0.01716125301398457
21,2,2,0,0,175,JH Kallis,0.011428571428571429,0.016846287241643883,0.016877016897415952
22,3,2,1,0,173,JH Kallis,0.011560693641618497,0.016808158463428587,0.016615725513779166
23,3,2,1,0,170,JH Kallis,0.011764705882352941,0.016885359824326995,0.01644562889999322
24,4,3,1,0,167,JH Kallis,0.017964071856287425,0.015690207765074387,0.016311082454411204
25,3,3,0,0,163,JH Kallis,0.018404907975460124,0.016068852217933152,0.016133776063028953
26,1,1,0,0,160,JH Kallis,0.00625,0.015212195526036186,0.01598409503205293
27,1,1,0,0,159,JH Kallis,0.006289308176100629,0.014485296579322997,0.015908005791691222
28,6,6,0,0,158,JH Kallis,0.0379746835443038,0.01412704358949106,0.01595585204082947
29,3,2,1,0,152,JH Kallis,0.013157894736842105,0.015140375512971286,0.015881913304928854
30,3,3,0,0,149,JH Kallis,0.020134228187919462,0.015080650432112716,0.015799262352162488
31,3,2,1,0,146,JH Kallis,0.0136986301369863,0.015314568560767686,0.01568273031020424
32,3,3,0,0,143,JH Kallis,0.02097902097902098,0.016431736539940484,0.015608657280549476
33,1,1,0,0,140,JH Kallis,0.007142857142857143,0.016258571823563297,0.01552619541126054
34,1,1,0,0,139,JH Kallis,0.007194244604316547,0.015313094357442906,0.015542251636107179
35,2,2,0,0,138,JH Kallis,0.014492753623188406,0.015705576514814332,0.015518450550126581
36,1,1,0,0,136,JH Kallis,0.007352941176470588,0.016308161517143163,0.01555670564205148
37,3,2,1,0,135,JH Kallis,0.014814814814814815,0.016925462035138814,0.01570032662367029
38,4,4,0,0,132,JH Kallis,0.030303030303030304,0.0158925115250813,0.01585187435656163
39,2,2,0,0,128,JH Kallis,0.015625,0.015691874664854,0.015866146918125667
40,4,2,2,0,126,JH Kallis,0.015873015873015872,0.014632178444437188,0.015870720830175367
41,4,4,0,0,122,JH Kallis,0.03278688524590164,0.015400770899988057,0.015881262747197093
42,1,1,0,0,118,JH Kallis,0.00847457627118644,0.015318584307837233,0.015805864024044134
43,1,0,1,0,117,JH Kallis,0.0,0.015995276037160545,0.01574869316577299
44,3,3,0,0,116,JH Kallis,0.02586206896551724,0.015616631584301778,0.0158414077650352
45,2,2,0,0,113,JH Kallis,0.017699115044247787,0.015939042272609276,0.015876889671478923
46,2,2,0,0,111,JH Kallis,0.018018018018018018,0.017214095230080356,0.015867603663514106
47,2,2,0,0,109,JH Kallis,0.01834862385321101,0.017006450514426483,0.01584881367109984
48,1,1,0,0,107,JH Kallis,0.009345794392523364,0.015411554182688048,0.01583356228211461
49,0,0,0,0,0,JH Kallis,0.0,0.015167554761057049,0.015878874788491617
50,3,3,0,0,106,JH Kallis,0.02830188679245283,0.0155148649841804,0.015979960780153717
51,3,2,1,0,103,JH Kallis,0.019417475728155338,0.01499916080003434,0.016001211213905388
52,2,2,0,0,100,JH Kallis,0.02,0.015172325516411525,0.016052144467862434
53,1,0,1,0,98,JH Kallis,0.0,0.017074671743424842,0.0160120607055947
54,2,2,0,0,97,JH Kallis,0.020618556701030927,0.016379732737245054,0.016073378631166858
55,3,3,0,0,95,JH Kallis,0.031578947368421054,0.016131727365811647,0.01606061245762856
56,1,1,0,0,92,JH Kallis,0.010869565217391304,0.01656845217926776,0.016019174793492404
57,0,0,0,0,0,JH Kallis,0.0,0.015602735134361919,0.016002525772716495
58,2,1,1,0,91,JH Kallis,0.01098901098901099,0.01655281228601714,0.01615917618357261
59,2,2,0,0,89,JH Kallis,0.02247191011235955,0.01655281228601714,0.016298228195597633
60,2,2,0,0,87,JH Kallis,0.022988505747126436,0.01580452914126981,0.016356751663712123
61,2,1,1,0,85,JH Kallis,0.011764705882352941,0.016286316133021034,0.01642568794704551
62,4,3,1,0,83,JH Kallis,0.03614457831325301,0.015233684554073663,0.016452921084967487
