event_at,removed,observed,censored,entrance,at_risk,Name,hazard,Smooth Haz,Smooth2 Haz
19,2,2,0,0,111,AJ Strauss,0.018018018018018018,0.022491648092888086,0.022383831441560267
20,1,1,0,0,109,AJ Strauss,0.009174311926605505,0.022323916101410685,0.022448033977076447
21,3,3,0,0,108,AJ Strauss,0.027777777777777776,0.0225473849903513,0.02277878518121082
22,2,1,1,0,105,AJ Strauss,0.009523809523809525,0.023629636072602385,0.023084421820179845
23,3,3,0,0,103,AJ Strauss,0.02912621359223301,0.023064833753414102,0.02343419606878924
24,2,2,0,0,100,AJ Strauss,0.02,0.025768936530040705,0.02365858135840292
25,3,3,0,0,98,AJ Strauss,0.030612244897959183,0.024782381214113573,0.023934417767101954
26,3,3,0,0,95,AJ Strauss,0.031578947368421054,0.02417651521955425,0.024105542080586323
27,3,3,0,0,92,AJ Strauss,0.03260869565217391,0.024277341999146912,0.02437447417941508
28,3,3,0,0,89,AJ Strauss,0.033707865168539325,0.024097689327645146,0.024700469074179728
29,1,1,0,0,86,AJ Strauss,0.011627906976744186,0.025437702109305526,0.024986697620663058
30,1,1,0,0,85,AJ Strauss,0.011764705882352941,0.026549739918591043,0.025249543898064192
31,3,3,0,0,84,AJ Strauss,0.03571428571428571,0.02591012003555011,0.025578842766123978
32,1,1,0,0,81,AJ Strauss,0.012345679012345678,0.026244288790771498,0.025752249511532644
33,6,6,0,0,80,AJ Strauss,0.075,0.02471133018065397,0.025978894202607693
34,1,1,0,0,74,AJ Strauss,0.013513513513513514,0.02535649147097655,0.025855461462225938
35,1,1,0,0,73,AJ Strauss,0.0136986301369863,0.024622513669329577,0.025805457068752174
36,2,2,0,0,72,AJ Strauss,0.027777777777777776,0.025636645788208397,0.025749394015332817
37,1,1,0,0,70,AJ Strauss,0.014285714285714285,0.027679797144860897,0.025734192341011538
38,3,3,0,0,69,AJ Strauss,0.043478260869565216,0.027929990476071375,0.025882135066505448
39,2,2,0,0,66,AJ Strauss,0.030303030303030304,0.02731799537203221,0.025908364485292674
40,1,1,0,0,64,AJ Strauss,0.015625,0.02880406348348732,0.025792123686131273
41,1,1,0,0,63,AJ Strauss,0.015873015873015872,0.02692436423536702,0.02573729231472279
42,0,0,0,0,0,AJ Strauss,0.0,0.027371082883840058,0.02562090354103668
43,2,2,0,0,62,AJ Strauss,0.03225806451612903,0.023423714462787428,0.025730990646961664
44,1,1,0,0,60,AJ Strauss,0.016666666666666666,0.023832297738112025,0.02579471112891301
45,3,3,0,0,59,AJ Strauss,0.05084745762711865,0.02311131720458643,0.02593003920126894
46,4,4,0,0,56,AJ Strauss,0.07142857142857142,0.02398851018704257,0.025952613248195693
47,2,2,0,0,52,AJ Strauss,0.038461538461538464,0.02690860111202946,0.025669789934443864
48,0,0,0,0,0,AJ Strauss,0.0,0.02593606106626287,0.025267256892840127
49,2,2,0,0,50,AJ Strauss,0.04,0.024341164734524436,0.02489693411987003
50,0,0,0,0,0,AJ Strauss,0.0,0.024868323978788943,0.024337593911670997
51,1,1,0,0,48,AJ Strauss,0.020833333333333332,0.024032902090735477,0.02387718524284671
52,0,0,0,0,0,AJ Strauss,0.0,0.026802985193228553,0.023587380738163063
53,1,1,0,0,47,AJ Strauss,0.02127659574468085,0.026567180628052172,0.023505332466166397
54,1,0,1,0,46,AJ Strauss,0.0,0.02719374704409227,0.023342841872906993
55,2,2,0,0,45,AJ Strauss,0.044444444444444446,0.026065552679816677,0.023218297623517358
56,3,3,0,0,43,AJ Strauss,0.06976744186046512,0.022306154183576076,0.022924470517864254
57,1,1,0,0,40,AJ Strauss,0.025,0.02028186268560037,0.02228369280435737
58,0,0,0,0,0,AJ Strauss,0.0,0.02028186268560037,0.021717185434902832
59,1,1,0,0,39,AJ Strauss,0.02564102564102564,0.018176599527705634,0.02123461997764506
60,0,0,0,0,0,AJ Strauss,0.0,0.018176599527705634,0.02074880163212866
61,2,2,0,0,38,AJ Strauss,0.05263157894736842,0.02186479729485077,0.020306952859667708
62,1,1,0,0,36,AJ Strauss,0.027777777777777776,0.02186479729485077,0.01957351639220749
63,1,1,0,0,35,AJ Strauss,0.02857142857142857,0.020744976466183358,0.01877554393848847
64,1,1,0,0,34,AJ Strauss,0.029411764705882353,0.020744976466183358,0.017865449073478062
65,0,0,0,0,0,AJ Strauss,0.0,0.01840579517963365,0.017032191366167487
66,0,0,0,0,0,AJ Strauss,0.0,0.014733824555398643,0.016601988078531832
67,0,0,0,0,0,AJ Strauss,0.0,0.015172421046626711,0.01627832644868437
68,0,0,0,0,0,AJ Strauss,0.0,0.015172421046626711,0.01595466481883691
69,0,0,0,0,0,AJ Strauss,0.0,0.01563777541397745,0.015741806513089172
70,3,3,0,0,33,AJ Strauss,0.09090909090909091,0.01563777541397745,0.01563975153144116
71,0,0,0,0,0,AJ Strauss,0.0,0.012867692311484375,0.01509175514124786
72,0,0,0,0,0,AJ Strauss,0.0,0.011405704007390806,0.014543758751054561
73,0,0,0,0,0,AJ Strauss,0.0,0.009901944608894564,0.014170120428482723
74,0,0,0,0,0,AJ Strauss,0.0,0.010233656240915793,0.013796482105910885
75,0,0,0,0,0,AJ Strauss,0.0,0.014132291718498639,0.013545958587894293
76,1,1,0,0,30,AJ Strauss,0.03333333333333333,0.014132291718498639,0.013488696681679546
77,0,0,0,0,0,AJ Strauss,0.0,0.014132291718498639,0.013316014646194252
78,1,1,0,0,29,AJ Strauss,0.034482758620689655,0.014132291718498639,0.013143332610708958
79,0,0,0,0,0,AJ Strauss,0.0,0.016237554876393376,0.012976551001412562
80,0,0,0,0,0,AJ Strauss,0.0,0.011452865881178064,0.012809769392116166
81,0,0,0,0,0,AJ Strauss,0.0,0.011452865881178064,0.012788781630319405
82,0,0,0,0,0,AJ Strauss,0.0,0.013645848337318415,0.012844740621369675
83,1,1,0,0,28,AJ Strauss,0.03571428571428571,0.013645848337318415,0.012979844843919746
84,2,2,0,0,27,AJ Strauss,0.07407407407407407,0.013645848337318415,0.012998559020146579
85,0,0,0,0,0,AJ Strauss,0.0,0.013645848337318415,0.012606890514522587
86,0,0,0,0,0,AJ Strauss,0.0,0.011891462372406134,0.012215222008898593
87,0,0,0,0,0,AJ Strauss,0.0,0.011891462372406134,0.0118235535032746
88,1,1,0,0,25,AJ Strauss,0.04,0.012468924837345912,0.011431884997650608
89,0,0,0,0,0,AJ Strauss,0.0,0.012468924837345912,0.011082427282159843
90,0,0,0,0,0,AJ Strauss,0.0,0.012468924837345912,0.010984795303259357
91,1,1,0,0,24,AJ Strauss,0.041666666666666664,0.012468924837345912,0.011032957171858506
92,0,0,0,0,0,AJ Strauss,0.0,0.012468924837345912,0.010850278781916566
93,0,0,0,0,0,AJ Strauss,0.0,0.010589225589225613,0.010821493897668686
94,0,0,0,0,0,AJ Strauss,0.0,0.006690590111642768,0.010792709013420805
95,1,0,1,0,23,AJ Strauss,0.0,0.006690590111642768,0.010926870194025459
96,0,0,0,0,0,AJ Strauss,0.0,0.006690590111642768,0.01115336747804655
97,1,1,0,0,22,AJ Strauss,0.045454545454545456,0.006690590111642768,0.011379864762067638
98,0,0,0,0,0,AJ Strauss,0.0,0.009597858282068833,0.011450056416480968
99,0,0,0,0,0,AJ Strauss,0.0,0.009597858282068833,0.011693378264800115
100,0,0,0,0,0,AJ Strauss,0.0,0.012367941384561907,0.011936700113119262
101,0,0,0,0,0,AJ Strauss,0.0,0.010174958928421556,0.012180021961438409
102,0,0,0,0,0,AJ Strauss,0.0,0.01309893553660869,0.012423343809757556
103,0,0,0,0,0,AJ Strauss,0.0,0.01309893553660869,0.012765597197451455
104,0,0,0,0,0,AJ Strauss,0.0,0.01619491076880683,0.013313041926070768
105,0,0,0,0,0,AJ Strauss,0.0,0.01619491076880683,0.014045158861522954
106,0,0,0,0,0,AJ Strauss,0.0,0.01619491076880683,0.014975138875724645
107,2,2,0,0,21,AJ Strauss,0.09523809523809523,0.013802566271199176,0.015905118889926333
108,0,0,0,0,0,AJ Strauss,0.0,0.017092039955409703,0.016418267351562398
109,1,1,0,0,19,AJ Strauss,0.05263157894736842,0.017092039955409703,0.017144499128774852
110,0,0,0,0,0,AJ Strauss,0.0,0.017092039955409703,0.017579143210988035
111,1,1,0,0,18,AJ Strauss,0.05555555555555555,0.017092039955409703,0.018590887939553945
112,0,0,0,0,0,AJ Strauss,0.0,0.017092039955409703,0.01957185396698104
113,1,1,0,0,17,AJ Strauss,0.058823529411764705,0.017092039955409703,0.02055281999440814
114,0,0,0,0,0,AJ Strauss,0.0,0.02060081188523426,0.021207893892130163
115,0,0,0,0,0,AJ Strauss,0.0,0.024360210381474862,0.021862967789852188
116,0,0,0,0,0,AJ Strauss,0.0,0.024360210381474862,0.022518041687574215
117,1,1,0,0,16,AJ Strauss,0.0625,0.01934767905315406,0.02329902845359138
118,0,0,0,0,0,AJ Strauss,0.0,0.023396262049105478,0.023733754831796915
119,0,0,0,0,0,AJ Strauss,0.0,0.020626178946612405,0.024476268221390568
120,0,0,0,0,0,AJ Strauss,0.0,0.029398108771173805,0.025565041998795855
121,0,0,0,0,0,AJ Strauss,0.0,0.03173729005772351,0.02665381577620114
1,7,7,0,0,80,DG Bradman,0.0875,0.015097052624316966,0.01563273118922266
2,2,2,0,0,73,DG Bradman,0.0273972602739726,0.015097052624316966,0.015390348917754511
3,1,1,0,0,71,DG Bradman,0.014084507042253521,0.013549065008217894,0.015088517374223728
4,0,0,0,0,0,DG Bradman,0.0,0.013583736667603511,0.014708655320763563
5,1,1,0,0,70,DG Bradman,0.014285714285714285,0.01601288646517436,0.014374204465704924
6,0,0,0,0,0,DG Bradman,0.0,0.016861782899809337,0.013960608379146483
7,0,0,0,0,0,DG Bradman,0.0,0.016109903200561215,0.013639451105796934
8,1,1,0,0,69,DG Bradman,0.014492753623188406,0.016972715970190205,0.013543339720126312
9,2,2,0,0,68,DG Bradman,0.029411764705882353,0.016231426125861075,0.013459272174031743
10,0,0,0,0,0,DG Bradman,0.0,0.016543851023722165,0.01321225856308464
11,0,0,0,0,0,DG Bradman,0.0,0.01193858786582743,0.012965244952137538
12,0,0,0,0,0,DG Bradman,0.0,0.01049662679877624,0.01276952917642179
13,1,1,0,0,66,DG Bradman,0.015151515151515152,0.009755336954447106,0.012707552152047271
14,3,3,0,0,65,DG Bradman,0.046153846153846156,0.009755336954447106,0.012601779347396183
15,1,1,0,0,62,DG Bradman,0.016129032258064516,0.009003457255198986,0.012240306564053427
16,0,0,0,0,0,DG Bradman,0.0,0.009910898271532924,0.011843791616226253
17,1,1,0,0,61,DG Bradman,0.01639344262295082,0.01175762033986164,0.011486849284148982
18,0,0,0,0,0,DG Bradman,0.0,0.011951781632421103,0.01103908455526866
19,2,2,0,0,60,DG Bradman,0.03333333333333333,0.010403794016322031,0.01068573674340289
20,0,0,0,0,0,DG Bradman,0.0,0.010403794016322031,0.010223609412443784
21,0,0,0,0,0,DG Bradman,0.0,0.011378452885717743,0.010119284482223366
22,0,0,0,0,0,DG Bradman,0.0,0.012371501545102052,0.010090852239742485
23,0,0,0,0,0,DG Bradman,0.0,0.011574053379232835,0.01016165445010658
24,0,0,0,0,0,DG Bradman,0.0,0.009144903581661984,0.010232456660470674
25,1,1,0,0,58,DG Bradman,0.017241379310344827,0.009327998891093058,0.01034283148658467
26,2,2,0,0,57,DG Bradman,0.03508771929824561,0.009327998891093058,0.01041924360799377
27,1,1,0,0,55,DG Bradman,0.01818181818181818,0.008465186121464068,0.01030126393273669
28,0,0,0,0,0,DG Bradman,0.0,0.009517817700411435,0.010122700094763687
29,0,0,0,0,0,DG Bradman,0.0,0.007763431735499155,0.01002560928921695
30,1,1,0,0,54,DG Bradman,0.018518518518518517,0.009956414191639505,0.009928518483670214
31,2,1,1,0,53,DG Bradman,0.018867924528301886,0.009956414191639505,0.00979178844180834
32,0,0,0,0,0,DG Bradman,0.0,0.011100578951364907,0.009614947499383821
33,0,0,0,0,0,DG Bradman,0.0,0.011100578951364907,0.009480077513057681
34,1,1,0,0,51,DG Bradman,0.0196078431372549,0.011100578951364907,0.009539011875660544
35,0,0,0,0,0,DG Bradman,0.0,0.011362728578305822,0.009533994288079349
36,0,0,0,0,0,DG Bradman,0.0,0.009516006509977104,0.009528976700498152
37,1,1,0,0,50,DG Bradman,0.02,0.008559068710934042,0.009569370311318482
38,1,0,1,0,49,DG Bradman,0.0,0.008559068710934042,0.00949896059803909
39,2,2,0,0,48,DG Bradman,0.041666666666666664,0.008559068710934042,0.009520886988176134
40,0,0,0,0,0,DG Bradman,0.0,0.00878058209034216,0.009311973119772088
41,1,1,0,0,46,DG Bradman,0.021739130434782608,0.009011523639036184,0.009174087023226836
42,0,0,0,0,0,DG Bradman,0.0,0.009011523639036184,0.008915762530921018
43,0,0,0,0,0,DG Bradman,0.0,0.010264656471116384,0.008657438038615198
44,1,1,0,0,45,DG Bradman,0.022222222222222223,0.009232664727050336,0.00839911354630938
45,0,0,0,0,0,DG Bradman,0.0,0.009232664727050336,0.008065434302939574
46,0,0,0,0,0,DG Bradman,0.0,0.009232664727050336,0.007901847881652676
47,0,0,0,0,0,DG Bradman,0.0,0.008180033148102969,0.0077886266076838346
48,0,0,0,0,0,DG Bradman,0.0,0.008180033148102969,0.007675405333714994
49,1,1,0,0,44,DG Bradman,0.022727272727272728,0.005987050691962618,0.0076370511706243425
50,1,1,0,0,43,DG Bradman,0.023255813953488372,0.007336578357279757,0.007524081974469905
51,0,0,0,0,0,DG Bradman,0.0,0.006192413597554357,0.00733453742269587
52,1,1,0,0,42,DG Bradman,0.023809523809523808,0.006192413597554357,0.007144992870921835
53,0,0,0,0,0,DG Bradman,0.0,0.006192413597554357,0.006823539599981464
54,0,0,0,0,0,DG Bradman,0.0,0.005022822954279502,0.006633348436838965
55,0,0,0,0,0,DG Bradman,0.0,0.0064078645055260395,0.006443157273696466
56,0,0,0,0,0,DG Bradman,0.0,0.0064078645055260395,0.006252966110553968
57,1,0,1,0,41,DG Bradman,0.0,0.0064078645055260395,0.006118176609461332
58,1,0,1,0,40,DG Bradman,0.0,0.007830339612211672,0.005983387108368696
59,1,1,0,0,39,DG Bradman,0.02564102564102564,0.0066341673634078445,0.0060431629680464055
60,0,0,0,0,0,DG Bradman,0.0,0.005410177155329508,0.006042356316432789
61,0,0,0,0,0,DG Bradman,0.0,0.005410177155329508,0.0061017688626994575
62,0,0,0,0,0,DG Bradman,0.0,0.004157044323249308,0.006329065233359644
63,0,0,0,0,0,DG Bradman,0.0,0.005619032627342875,0.0065563616040198325
64,1,1,0,0,38,DG Bradman,0.02631578947368421,0.005619032627342875,0.006845215376957645
65,0,0,0,0,0,DG Bradman,0.0,0.005619032627342875,0.00707763282183108
66,0,0,0,0,0,DG Bradman,0.0,0.005619032627342875,0.0073100502667045155
67,1,1,0,0,37,DG Bradman,0.02702702702702703,0.005619032627342875,0.007542467711577952
68,0,0,0,0,0,DG Bradman,0.0,0.007122792025839117,0.007625150934695006
69,0,0,0,0,0,DG Bradman,0.0,0.00732125197662105,0.0077707905919596285
70,0,0,0,0,0,DG Bradman,0.0,0.00732125197662105,0.007980850786491533
71,0,0,0,0,0,DG Bradman,0.0,0.010511044640097923,0.008190910981023437
72,1,1,0,0,36,DG Bradman,0.027777777777777776,0.010511044640097923,0.008559261638554945
73,0,0,0,0,0,DG Bradman,0.0,0.010511044640097923,0.008773718790392395
74,0,0,0,0,0,DG Bradman,0.0,0.010823795958121335,0.008988175942229846
75,0,0,0,0,0,DG Bradman,0.0,0.010823795958121335,0.009202633094067296
76,0,0,0,0,0,DG Bradman,0.0,0.010823795958121335,0.009417090245904746
77,1,1,0,0,35,DG Bradman,0.02857142857142857,0.009401320851435703,0.009631547397742196
78,1,1,0,0,34,DG Bradman,0.029411764705882353,0.009401320851435703,0.00968771408658004
79,0,0,0,0,0,DG Bradman,0.0,0.009401320851435703,0.009651962482424148
80,2,2,0,0,33,DG Bradman,0.06060606060606061,0.009401320851435703,0.009616210878268255
81,0,0,0,0,0,DG Bradman,0.0,0.011155706816347982,0.009244691625325324
82,0,0,0,0,0,DG Bradman,0.0,0.009693718512254415,0.008873172372382393
83,1,1,0,0,31,DG Bradman,0.03225806451612903,0.009693718512254415,0.008501653119439461
84,0,0,0,0,0,DG Bradman,0.0,0.009693718512254415,0.008024315751375828
85,0,0,0,0,0,DG Bradman,0.0,0.009693718512254415,0.007546978383312195
86,0,0,0,0,0,DG Bradman,0.0,0.009693718512254415,0.007168572554623312
87,0,0,0,0,0,DG Bradman,0.0,0.008189959113758173,0.006865033836812622
88,0,0,0,0,0,DG Bradman,0.0,0.006641971497659102,0.006561495119001931
89,0,0,0,0,0,DG Bradman,0.0,0.006641971497659102,0.00625795640119124
90,1,1,0,0,30,DG Bradman,0.03333333333333333,0.003452178834182228,0.005954417683380549
91,0,0,0,0,0,DG Bradman,0.0,0.003452178834182228,0.005466206758736988
92,0,0,0,0,0,DG Bradman,0.0,0.003452178834182228,0.005054942586940455
93,0,0,0,0,0,DG Bradman,0.0,0.0017543859649122788,0.004643678415143924
94,0,0,0,0,0,DG Bradman,0.0,0.0017543859649122788,0.004232414243347391
95,0,0,0,0,0,DG Bradman,0.0,0.0036340852130325794,0.0040342333871272494
96,0,0,0,0,0,DG Bradman,0.0,0.0036340852130325794,0.0038360525309071077
97,0,0,0,0,0,DG Bradman,0.0,0.0036340852130325794,0.003717016906186767
98,0,0,0,0,0,DG Bradman,0.0,0.0036340852130325794,0.003679454313892694
99,0,0,0,0,0,DG Bradman,0.0,0.0036340852130325794,0.003641891721598621
100,0,0,0,0,0,DG Bradman,0.0,0.001879699248120299,0.0037722129536980676
101,0,0,0,0,0,DG Bradman,0.0,0.001879699248120299,0.0039025341857975146
102,0,0,0,0,0,DG Bradman,0.0,0.001879699248120299,0.004032855417896962
103,1,0,1,0,29,DG Bradman,0.0,0.001879699248120299,0.004252534169431669
104,2,1,1,0,28,DG Bradman,0.03571428571428571,0.005928282244071716,0.004472212920966377
105,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.004494028593751579
106,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.004631264395807326
107,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.004768500197863073
108,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.00490573599991882
109,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.005042971801974568
110,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.005272543707446751
111,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.005502115612918933
112,0,0,0,0,0,DG Bradman,0.0,0.005928282244071716,0.005731687518391116
113,2,2,0,0,26,DG Bradman,0.07692307692307693,0.005928282244071716,0.005961259423863299
114,0,0,0,0,0,DG Bradman,0.0,0.004048582995951415,0.0058905775664778405
115,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.005951804428258718
116,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.006013031290039597
117,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.0060742581518204745
118,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.006135485013601353
119,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.006196711875382231
120,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.006257938737163109
121,0,0,0,0,0,DG Bradman,0.0,0.006241565452091766,0.006457669754068642
1,15,15,0,0,188,ST Jayasuriya,0.0797872340425532,0.028069537930099468,0.0280719347069715
2,5,4,1,0,173,ST Jayasuriya,0.023121387283236993,0.028893567701497657,0.027908032553670886
3,3,3,0,0,168,ST Jayasuriya,0.017857142857142856,0.027084120049985606,0.0277538235513329
4,4,4,0,0,165,ST Jayasuriya,0.024242424242424242,0.02718854778599229,0.027713514453665142
5,5,5,0,0,161,ST Jayasuriya,0.031055900621118012,0.02759674092609543,0.027774745792356555
6,4,3,1,0,156,ST Jayasuriya,0.019230769230769232,0.02747665583723246,0.027719280523780854
7,8,5,3,0,152,ST Jayasuriya,0.03289473684210526,0.02629585526007743,0.027636064194137007
8,2,2,0,0,144,ST Jayasuriya,0.013888888888888888,0.027765933618027636,0.0275157997722555
9,7,6,1,0,142,ST Jayasuriya,0.04225352112676056,0.029750060602154616,0.027527444069540337
10,3,3,0,0,135,ST Jayasuriya,0.022222222222222223,0.030597128970116343,0.02736187285807894
11,5,5,0,0,132,ST Jayasuriya,0.03787878787878788,0.02748298805740465,0.02724914200416705
12,1,1,0,0,127,ST Jayasuriya,0.007874015748031496,0.026820089557732896,0.026988113772040884
13,3,2,1,0,126,ST Jayasuriya,0.015873015873015872,0.02700006076234016,0.026873404872613832
14,5,5,0,0,123,ST Jayasuriya,0.04065040650406504,0.0274592506952143,0.026784097314377597
15,2,2,0,0,118,ST Jayasuriya,0.01694915254237288,0.026422815734294215,0.026716761922354625
16,1,1,0,0,116,ST Jayasuriya,0.008620689655172414,0.026015630662862322,0.026608796237107348
17,7,6,1,0,115,ST Jayasuriya,0.05217391304347826,0.02490352377024378,0.026539097923912076
18,6,6,0,0,108,ST Jayasuriya,0.05555555555555555,0.027305361698397496,0.026371534562402266
19,5,4,1,0,102,ST Jayasuriya,0.0392156862745098,0.025747714683731215,0.026033589105302603
20,2,2,0,0,97,ST Jayasuriya,0.020618556701030927,0.0259276517057735,0.025587841591020576
21,1,1,0,0,95,ST Jayasuriya,0.010526315789473684,0.023934031291100454,0.025295049166232066
22,3,2,1,0,94,ST Jayasuriya,0.02127659574468085,0.024904650960871647,0.025054937927722395
23,3,3,0,0,91,ST Jayasuriya,0.03296703296703297,0.025491704179503815,0.024746416582198272
24,1,1,0,0,88,ST Jayasuriya,0.011363636363636364,0.026317368477659028,0.024370165978000194
25,2,1,1,0,87,ST Jayasuriya,0.011494252873563218,0.02542530781753414,0.02401698636519781
26,1,1,0,0,85,ST Jayasuriya,0.011764705882352941,0.02497158730936717,0.02370199545913439
27,5,5,0,0,84,ST Jayasuriya,0.05952380952380952,0.024582229749341215,0.023462413051504604
28,1,1,0,0,79,ST Jayasuriya,0.012658227848101266,0.023329096917261014,0.023082627664336663
29,2,2,0,0,78,ST Jayasuriya,0.02564102564102564,0.022127926198757912,0.022803030184817823
30,0,0,0,0,0,ST Jayasuriya,0.0,0.021919931986422954,0.022497249918809862
31,2,2,0,0,76,ST Jayasuriya,0.02631578947368421,0.022257976026049228,0.022518003691247294
32,3,2,1,0,74,ST Jayasuriya,0.02702702702702703,0.021138155197381815,0.02247499449203776
33,4,4,0,0,71,ST Jayasuriya,0.056338028169014086,0.02031048921545086,0.022510892850960165
34,0,0,0,0,0,ST Jayasuriya,0.0,0.019712403091048946,0.02247918289349776
35,0,0,0,0,0,ST Jayasuriya,0.0,0.02003080344765735,0.02249442349709456
36,4,3,1,0,67,ST Jayasuriya,0.04477611940298507,0.02035145802527787,0.022602796204999314
37,2,2,0,0,63,ST Jayasuriya,0.031746031746031744,0.020089439342206555,0.02260762784430991
38,1,1,0,0,61,ST Jayasuriya,0.01639344262295082,0.02043536257287329,0.02266150246895158
39,1,1,0,0,60,ST Jayasuriya,0.016666666666666666,0.020117826651622196,0.022806082330441704
40,1,1,0,0,59,ST Jayasuriya,0.01694915254237288,0.02432835296741167,0.02291544120403071
41,0,0,0,0,0,ST Jayasuriya,0.0,0.02408747617589053,0.02296005772500124
42,1,1,0,0,58,ST Jayasuriya,0.017241379310344827,0.026173772999029458,0.023138479295200874
43,0,0,0,0,0,ST Jayasuriya,0.0,0.025714879285873328,0.023312702179379297
44,1,1,0,0,57,ST Jayasuriya,0.017543859649122806,0.025714879285873328,0.02351840328063151
45,1,1,0,0,56,ST Jayasuriya,0.017857142857142856,0.027030668759557536,0.0237356952720585
46,3,3,0,0,55,ST Jayasuriya,0.05454545454545454,0.02467403089624253,0.023886644937081244
47,1,1,0,0,52,ST Jayasuriya,0.019230769230769232,0.02435271478545274,0.023900289617153573
48,1,1,0,0,51,ST Jayasuriya,0.0196078431372549,0.024874943567070283,0.02392160221400704
49,4,4,0,0,50,ST Jayasuriya,0.08,0.023997750584614144,0.023986784905243884
50,1,1,0,0,46,ST Jayasuriya,0.021739130434782608,0.023105689924489255,0.023608754300081837
51,3,3,0,0,45,ST Jayasuriya,0.06666666666666667,0.024528165031174887,0.023267124135105798
52,2,2,0,0,42,ST Jayasuriya,0.047619047619047616,0.02362072401484095,0.02263101666734221
53,0,0,0,0,0,ST Jayasuriya,0.0,0.02362072401484095,0.02188715278110471
54,1,1,0,0,40,ST Jayasuriya,0.025,0.024159351284770158,0.021229853991820116
55,0,0,0,0,0,ST Jayasuriya,0.0,0.023219501660710008,0.020523408566846132
56,1,1,0,0,39,ST Jayasuriya,0.02564102564102564,0.02034868826358082,0.02003651682060809
57,1,1,0,0,38,ST Jayasuriya,0.02631578947368421,0.02084030191308921,0.019594440216138095
58,0,0,0,0,0,ST Jayasuriya,0.0,0.021356297785122234,0.019051980962569996
59,0,0,0,0,0,ST Jayasuriya,0.0,0.01714577146933276,0.018555689760710113
60,1,1,0,0,37,ST Jayasuriya,0.02702702702702703,0.017596503041345798,0.01820894479037214
61,0,0,0,0,0,ST Jayasuriya,0.0,0.014087731111521238,0.01781900725606598
62,0,0,0,0,0,ST Jayasuriya,0.0,0.011581465447360837,0.017476829775251078
63,1,1,0,0,36,ST Jayasuriya,0.027777777777777776,0.0132262022894661,0.017134652294436177
64,0,0,0,0,0,ST Jayasuriya,0.0,0.013608205685051838,0.01679798258119348
65,0,0,0,0,0,ST Jayasuriya,0.0,0.015423087717719716,0.016626198766908712
66,1,1,0,0,35,ST Jayasuriya,0.02857142857142857,0.015953259300522875,0.016605510394578107
67,1,1,0,0,34,ST Jayasuriya,0.029411764705882353,0.014568217749276337,0.016479802388141996
68,0,0,0,0,0,ST Jayasuriya,0.0,0.014568217749276337,0.01684765565060704
69,1,1,0,0,33,ST Jayasuriya,0.030303030303030304,0.01651753548806776,0.017437115561271525
70,0,0,0,0,0,ST Jayasuriya,0.0,0.017119351879357838,0.01791891084542278
71,0,0,0,0,0,ST Jayasuriya,0.0,0.017119351879357838,0.018739271842100964
72,1,1,0,0,32,ST Jayasuriya,0.03125,0.017119351879357838,0.019854487622798022
73,2,1,1,0,31,ST Jayasuriya,0.03225806451612903,0.017762626733159006,0.020969703403495077
74,1,1,0,0,29,ST Jayasuriya,0.034482758620689655,0.019955609189299357,0.021975456222883938
75,1,1,0,0,28,ST Jayasuriya,0.03571428571428571,0.019955609189299357,0.02297484103514063
76,0,0,0,0,0,ST Jayasuriya,0.0,0.018451849790803117,0.023847390540506618
77,0,0,0,0,0,ST Jayasuriya,0.0,0.02834550977195805,0.02479283696962242
78,1,1,0,0,27,ST Jayasuriya,0.037037037037037035,0.02834550977195805,0.02573828339873822
79,1,1,0,0,26,ST Jayasuriya,0.038461538461538464,0.026750613440219614,0.02647853848692861
80,0,0,0,0,0,ST Jayasuriya,0.0,0.02967459004840675,0.0270805773704208
81,0,0,0,0,0,ST Jayasuriya,0.0,0.032770565280604895,0.027682616253912988
82,1,1,0,0,25,ST Jayasuriya,0.04,0.034415302122710156,0.02828465513740518
83,1,1,0,0,24,ST Jayasuriya,0.041666666666666664,0.03271750925344021,0.028742034125544956
84,0,0,0,0,0,ST Jayasuriya,0.0,0.0344113991505969,0.028968572855143638
85,0,0,0,0,0,ST Jayasuriya,0.0,0.0325316999024766,0.029195111584742316
86,5,5,0,0,23,ST Jayasuriya,0.21739130434782608,0.0325316999024766,0.0295007955458408
87,0,0,0,0,0,ST Jayasuriya,0.0,0.0325316999024766,0.02868356858175987
88,0,0,0,0,0,ST Jayasuriya,0.0,0.030582382163685168,0.02786634161767894
89,1,1,0,0,18,ST Jayasuriya,0.05555555555555555,0.02855809066570946,0.02713305656579477
