,time,survival,lower,upper,Name
17,17.0,0.6394557823129251,0.5562354692947564,0.7169312354237098,M Azharuddin
18,18.0,0.6122448979591836,0.5284619539315781,0.6914073914199101,M Azharuddin
19,19.0,0.5986394557823128,0.5146707262761737,0.6785490256880122,M Azharuddin
20,21.0,0.585034013605442,0.5009416800603151,0.6656279848926763,M Azharuddin
21,22.0,0.5714285714285713,0.4871796249060677,0.6526452619448471,M Azharuddin
22,23.0,0.5576592082616177,0.4733861343194423,0.6394708295477527,M Azharuddin
23,24.0,0.5438898450946642,0.4596555600415323,0.6262336509955366,M Azharuddin
24,25.0,0.5232358003442339,0.4391764762845573,0.6062614935915975,M Azharuddin
25,26.0,0.5025817555938036,0.4188364573300545,0.5861508393155378,M Azharuddin
26,27.0,0.4750430292598966,0.3919319465052719,0.5591222218261321,M Azharuddin
27,28.0,0.4681583476764198,0.3852443515955084,0.5523267659996007,M Azharuddin
28,30.0,0.4681583476764198,0.38513027541907774,0.5523267659996007,M Azharuddin
29,31.0,0.4611709096513986,0.37834504873363095,0.5454318822354419,M Azharuddin
30,32.0,0.4541834716263775,0.3715763011570997,0.5385207555618218,M Azharuddin
31,33.0,0.4541834716263775,0.3714552970270942,0.5385207555618218,M Azharuddin
32,34.0,0.4399902381380532,0.3577286750045131,0.5244703481259624,M Azharuddin
33,35.0,0.43289362139389104,0.3508919102789026,0.5174191674300721,M Azharuddin
34,36.0,0.4045071544172424,0.32372363284074146,0.4890394614795048,M Azharuddin
35,37.0,0.39741053767308027,0.3169767738484261,0.4819002829740222,M Azharuddin
36,38.0,0.383217304184756,0.3035382185044001,0.4675679374465471,M Azharuddin
37,40.0,0.37612068744059385,0.2968468395585452,0.460374463454711,M Azharuddin
38,41.0,0.3690240706964317,0.2901742969339495,0.4531625600093925,M Azharuddin
39,43.0,0.34773422046394525,0.27027175369059825,0.4314142881336859,M Azharuddin
40,44.0,0.3406376037197831,0.2636767118547075,0.42412659882035386,M Azharuddin
41,48.0,0.3264443702314588,0.2505469397514097,0.4094922915160314,M Azharuddin
42,49.0,0.3051545199989724,0.23100779897447585,0.3873889982985711,M Azharuddin
43,51.0,0.2909612865106481,0.21808964955011614,0.3725481982582464,M Azharuddin
44,53.0,0.27676805302232377,0.20526186829417672,0.3576193837662284,M Azharuddin
45,54.0,0.2696714362781616,0.19888310570932588,0.35012080078473884,M Azharuddin
46,55.0,0.2696714362781616,0.19868499361696265,0.35012080078473884,M Azharuddin
47,60.0,0.2696714362781616,0.19847459624572406,0.35012080078473884,M Azharuddin
48,61.0,0.2546896898182637,0.18499055192713101,0.3343858776881305,M Azharuddin
49,62.0,0.2471988165883148,0.17829523137535205,0.32647375552118885,M Azharuddin
50,63.0,0.2397079433583659,0.17163212360135122,0.3185308387479495,M Azharuddin
51,64.0,0.2322170701284169,0.16500213019772889,0.3105562775711055,M Azharuddin
52,65.0,0.21723532366851908,0.15184551971906352,0.2945084369440285,M Azharuddin
53,68.0,0.20974445043857012,0.14532116151479987,0.2864330466067944,M Azharuddin
54,78.0,0.2022535772086212,0.13883445830317762,0.2783217700242344,M Azharuddin
55,79.0,0.1947627039786723,0.132386836639415,0.2701732853772555,M Azharuddin
56,82.0,0.18727183074872336,0.12597986992319904,0.2619861399641417,M Azharuddin
57,88.0,0.1722900842888255,0.11329505282677205,0.2454892950423401,M Azharuddin
58,98.0,0.16479921105887654,0.1070212831307007,0.2371758640849606,M Azharuddin
59,103.0,0.15730833782892764,0.10079639254311844,0.22881625608760825,M Azharuddin
60,104.0,0.15730833782892764,0.1004352498895346,0.22881625608760825,M Azharuddin
61,106.0,0.14944292093748124,0.0939113103802474,0.22009726017184567,M Azharuddin
62,107.0,0.14157750404603486,0.08745305079034754,0.2113170511170184,M Azharuddin
63,109.0,0.1337120871545885,0.08060029090156558,0.20247196411515733,M Azharuddin
64,110.0,0.11699807626026493,0.06718160703540861,0.18376189260738407,M Azharuddin
65,111.0,0.10028406536594138,0.05419700212645031,0.16465603350952307,M Azharuddin
66,116.0,0.0919270599187796,0.047892997644728486,0.1549329144394357,M Azharuddin
67,122.0,0.08357005447161782,0.04173285530473777,0.14508097639595466,M Azharuddin
68,123.0,0.07521304902445604,0.035734712157730865,0.1350852962088802,M Azharuddin
