,time,survival,lower,upper
252,252,0.0076350284584325405,0.0061978673287265106,0.009274371773208999
253,253,0.0076350284584325405,0.00601570851430612,0.009274371773208999
254,254,0.007439258497959909,0.00573986411949343,0.009066060320010009
255,255,0.00714168815804151,0.00573986411949343,0.0087492098845865
256,256,0.00714168815804151,0.00555465643665569,0.0087492098845865
257,257,0.006940513843730479,0.00546223912912399,0.0085348529689816
258,258,0.00683992668657497,0.00518575741195003,0.00842749087452899
259,259,0.00653816521510842,0.00500045219211649,0.00810464682020717
260,260,0.0063369909007974,0.00481407886864633,0.00788876509273584
261,261,0.00613257183948135,0.00471933078546186,0.007669373668056759
262,262,0.00603036230882333,0.00462286043057764,0.00755945478181408
263,263,0.0059263905448781,0.00452657130566068,0.007447784854665909
264,264,0.00582056214229099,0.0045245740958100005,0.007334274506988309
265,265,0.00582056214229099,0.0045245740958100005,0.007334274506988309
266,267,0.00582056214229099,0.00432860052862313,0.007334274506988309
267,268,0.00560498576665058,0.00423092134371928,0.00710317985915199
268,269,0.00549719757883038,0.00423092134371928,0.00698733101352556
269,270,0.00549719757883038,0.00393916691902219,0.00698733101352556
270,271,0.005173833015369771,0.00384235917781389,0.006638528095111821
271,272,0.005066044827549561,0.00384235917781389,0.00652182639901057
272,274,0.005066044827549561,0.00374336526388368,0.00652182639901057
273,275,0.00495825663972936,0.00354350750586875,0.00640489942686132
274,276,0.00473788967796361,0.00354350750586875,0.00616605349935181
275,277,0.00473788967796361,0.00334216115705262,0.00616605349935181
276,278,0.004512275883774871,0.003238963521835,0.0059214861897956
277,279,0.0043994689866805,0.003238963521835,0.0057987506139842
278,280,0.0043994689866805,0.00323579659617802,0.0057987506139842
279,281,0.0043994689866805,0.0031298245500277397,0.0057987506139842
280,282,0.0042805644194729205,0.0031298245500277397,0.00567039092487858
281,285,0.0042805644194729205,0.00312637779143412,0.00567039092487858
282,286,0.0042805644194729205,0.00312637779143412,0.00567039092487858
283,287,0.0042805644194729205,0.00301740852082899,0.00567039092487858
284,288,0.00415826257891655,0.00301740852082899,0.00553873072174865
285,290,0.00415826257891655,0.00290890194431829,0.00553873072174865
286,291,0.004035960738360179,0.0026933350114009603,0.00540662061598646
287,292,0.00379135705724744,0.0026933350114009603,0.005140996684200479
288,293,0.00379135705724744,0.00258630682994894,0.005140996684200479
289,294,0.0036690552166910705,0.00247980597237748,0.00500745302219704
290,295,0.0035467533761347,0.00247980597237748,0.00487339953878467
