,Name,time,hazard,removed,observed,censored,entrance,at_risk,Smooth Haz,Smooth2 Haz
48,SR Tendulkar,,0.016260162601626018,2.0,2.0,0.0,0.0,123.0,0.015591354340569404,0.015263609787416092
49,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.01537134639189513,0.015083252487709151
50,SR Tendulkar,,0.01652892561983471,2.0,2.0,0.0,0.0,121.0,0.015000701469730563,0.01494987320552987
51,SR Tendulkar,,0.008403361344537815,1.0,1.0,0.0,0.0,119.0,0.013650329293984567,0.014787169986709847
52,SR Tendulkar,,0.00847457627118644,1.0,1.0,0.0,0.0,118.0,0.011715344773860728,0.014674929210962376
53,SR Tendulkar,,0.02564102564102564,4.0,3.0,1.0,0.0,117.0,0.012490756585833407,0.01456579961697184
54,SR Tendulkar,,0.017699115044247787,3.0,2.0,1.0,0.0,113.0,0.013302543905967834,0.014379035016530997
55,SR Tendulkar,,0.02727272727272727,3.0,3.0,0.0,0.0,110.0,0.013033610557350856,0.014179710769116104
56,SR Tendulkar,,0.018691588785046728,2.0,2.0,0.0,0.0,107.0,0.013741024252880003,0.013948176963581672
57,SR Tendulkar,,0.009523809523809525,2.0,1.0,1.0,0.0,105.0,0.014319393252301634,0.01380437091636053
58,SR Tendulkar,,0.009708737864077669,1.0,1.0,0.0,0.0,103.0,0.01346359522063711,0.013682668492351044
59,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.014048390542274537,0.013650844452566036
60,SR Tendulkar,,0.00980392156862745,1.0,1.0,0.0,0.0,102.0,0.014361179199775843,0.013638528040263375
61,SR Tendulkar,,0.0,1.0,0.0,1.0,0.0,101.0,0.014523857701303494,0.013706574632136303
62,SR Tendulkar,,0.03,3.0,3.0,0.0,0.0,100.0,0.014077827371241051,0.013950331397275216
63,SR Tendulkar,,0.030927835051546393,3.0,3.0,0.0,0.0,97.0,0.013952289914002247,0.014108120865210539
64,SR Tendulkar,,0.010638297872340425,1.0,1.0,0.0,0.0,94.0,0.013020757543252362,0.014175985387868269
65,SR Tendulkar,,0.021505376344086023,2.0,2.0,0.0,0.0,93.0,0.01283848367676797,0.014306565838049238
66,SR Tendulkar,,0.01098901098901099,1.0,1.0,0.0,0.0,91.0,0.013780261417221221,0.0143804884407622
67,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.013279008284389139,0.014434266612380753
68,SR Tendulkar,,0.011111111111111112,1.0,1.0,0.0,0.0,90.0,0.014766689635979987,0.014574431309583668
69,SR Tendulkar,,0.02247191011235955,2.0,2.0,0.0,0.0,89.0,0.014766689635979987,0.01469500956060734
70,SR Tendulkar,,0.011494252873563218,1.0,1.0,0.0,0.0,87.0,0.01494321453957023,0.014736876192226899
71,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.016346723311500055,0.014908807414250538
72,SR Tendulkar,,0.023255813953488372,2.0,2.0,0.0,0.0,86.0,0.015488756476604595,0.01510421391680378
73,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.014591969836464727,0.015287218315082781
74,SR Tendulkar,,0.023809523809523808,2.0,2.0,0.0,0.0,84.0,0.015514639110789286,0.015611586836291371
75,SR Tendulkar,,0.036585365853658534,3.0,3.0,0.0,0.0,82.0,0.015145553704426256,0.01597511446629323
76,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.01534117851305416,0.016187730343047796
77,SR Tendulkar,,0.0379746835443038,3.0,3.0,0.0,0.0,79.0,0.016126724467492495,0.01652565950301039
78,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.016339377311724284,0.0166800966152596
79,SR Tendulkar,,0.013157894736842105,1.0,1.0,0.0,0.0,76.0,0.015156645200547466,0.016885831562740164
80,SR Tendulkar,,0.02666666666666667,2.0,2.0,0.0,0.0,75.0,0.01779055091975264,0.017098092982861298
81,SR Tendulkar,,0.0136986301369863,1.0,1.0,0.0,0.0,73.0,0.01779055091975264,0.017215887466410233
82,SR Tendulkar,,0.013888888888888888,1.0,1.0,0.0,0.0,72.0,0.017429373481303297,0.01734089175529442
83,SR Tendulkar,,0.028169014084507043,2.0,2.0,0.0,0.0,71.0,0.019183759446215577,0.01752893731955541
84,SR Tendulkar,,0.014492753623188406,1.0,1.0,0.0,0.0,69.0,0.019745508646803255,0.017646923141347238
85,SR Tendulkar,,0.014705882352941176,1.0,1.0,0.0,0.0,68.0,0.01781996307555807,0.01774418837892219
86,SR Tendulkar,,0.014925373134328358,1.0,1.0,0.0,0.0,67.0,0.019699662323678372,0.017848131122359917
87,SR Tendulkar,,0.015151515151515152,1.0,1.0,0.0,0.0,66.0,0.017700994768715016,0.01786938481796203
88,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.018675653638110728,0.017837475302506196
89,SR Tendulkar,,0.06153846153846154,4.0,4.0,0.0,0.0,65.0,0.01897618152187177,0.01793077127968092
90,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0185848184989298,0.017714973987594262
91,SR Tendulkar,,0.01639344262295082,1.0,1.0,0.0,0.0,61.0,0.017863837965404205,0.0174991766955076
92,SR Tendulkar,,0.03333333333333333,2.0,2.0,0.0,0.0,60.0,0.018164835557423466,0.017385818618419733
93,SR Tendulkar,,0.034482758620689655,2.0,2.0,0.0,0.0,58.0,0.017756369724833944,0.017087788334498994
94,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.016993593218350343,0.016732235198696217
95,SR Tendulkar,,0.03571428571428571,2.0,2.0,0.0,0.0,56.0,0.017316090638370984,0.016478026566643184
96,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.016530544683932648,0.016096982627699444
97,SR Tendulkar,,0.018518518518518517,1.0,1.0,0.0,0.0,54.0,0.01573309651806343,0.01589402864171412
98,SR Tendulkar,,0.018867924528301886,1.0,1.0,0.0,0.0,53.0,0.016929268766867258,0.015588478985266085
99,SR Tendulkar,,0.019230769230769232,1.0,1.0,0.0,0.0,52.0,0.013690402370106124,0.015289713463741224
100,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.013690402370106124,0.015035221920008347
101,SR Tendulkar,,0.0196078431372549,2.0,1.0,1.0,0.0,51.0,0.015275570016633804,0.014818676720145238
102,SR Tendulkar,,0.02040816326530612,1.0,1.0,0.0,0.0,49.0,0.013521184051721523,0.014531974186803952
103,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.012989999066550439,0.014210237546963763
104,SR Tendulkar,,0.020833333333333332,2.0,1.0,1.0,0.0,48.0,0.012989999066550439,0.013928647039043764
105,SR Tendulkar,,0.0,1.0,0.0,1.0,0.0,46.0,0.012459827483747278,0.013735318982918888
106,SR Tendulkar,,0.0,1.0,0.0,1.0,0.0,45.0,0.013844869034993818,0.013583335450711819
107,SR Tendulkar,,0.022727272727272728,1.0,1.0,0.0,0.0,44.0,0.012870210165598106,0.01347332287460313
108,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.013299636612899427,0.013237397430199301
109,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.013749479168005141,0.013264274741673021
110,SR Tendulkar,,0.046511627906976744,2.0,2.0,0.0,0.0,43.0,0.013749479168005141,0.013291152053146741
111,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.012717487423939095,0.013105758413952862
112,SR Tendulkar,,0.024390243902439025,2.0,1.0,1.0,0.0,41.0,0.011643373567870352,0.013012700878175418
113,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.011643373567870352,0.012880037444380835
114,SR Tendulkar,,0.02564102564102564,1.0,1.0,0.0,0.0,39.0,0.01364285757199832,0.012747374010586248
115,SR Tendulkar,,0.02631578947368421,1.0,1.0,0.0,0.0,38.0,0.01364285757199832,0.01257158657244882
116,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.01364285757199832,0.012250005286811758
117,SR Tendulkar,,0.02702702702702703,1.0,1.0,0.0,0.0,37.0,0.012446685323194491,0.011979721836406049
118,SR Tendulkar,,0.027777777777777776,1.0,1.0,0.0,0.0,36.0,0.014201071288106774,0.01161196988315892
119,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.014201071288106774,0.011242526792486583
120,SR Tendulkar,,0.0,1.0,0.0,1.0,0.0,35.0,0.011753090871950103,0.010873083701814244
121,SR Tendulkar,,0.0,0.0,0.0,0.0,0.0,0.0,0.011753090871950103,0.01055795596609275
1,RT Ponting,,0.059233449477351915,19.0,17.0,2.0,0.0,287.0,0.026049755000855997,0.024729075599159628
2,RT Ponting,,0.018656716417910446,5.0,5.0,0.0,0.0,268.0,0.025382831313765068,0.02456499402166004
3,RT Ponting,,0.019011406844106463,5.0,5.0,0.0,0.0,263.0,0.02646590483573742,0.02445110641257495
4,RT Ponting,,0.011627906976744186,3.0,3.0,0.0,0.0,258.0,0.025932093207184904,0.02438809493530733
